,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
41,BKTI,"Fundamental Global Investors, LLC",Director,"May 06, 2020",$2.46,345,849,1204499,"May 06, 2020, 07:27 PM",buy,2.75,2.8868333319822947
42,BKTI,"Fundamental Global Investors, LLC",Director,"May 04, 2020",$2.44,4194,10251,1199400,"May 06, 2020, 07:27 PM",buy,2.75,2.8868333319822947
43,BKTI,"Fundamental Global Investors, LLC",Director,"May 06, 2020",$2.46,148,364,729012,"May 06, 2020, 07:27 PM",buy,2.75,2.8868333319822947
44,BKTI,"Fundamental Global Investors, LLC",Director,"May 04, 2020",$2.44,1797,4392,726827,"May 06, 2020, 07:27 PM",buy,2.75,2.8868333319822947
45,BKTI,"Fundamental Global Investors, LLC",Director,"May 05, 2020",$2.55,4754,12119,1204154,"May 06, 2020, 07:27 PM",buy,2.75,2.8868333319822947
46,BKTI,"Fundamental Global Investors, LLC",Director,"May 05, 2020",$2.55,2037,5193,728864,"May 06, 2020, 07:27 PM",buy,2.75,2.8868333319822947
47,SFE,Manko Joseph M. Jr.,Director,"May 06, 2020",$6.26,10000,62554,105728,"May 06, 2020, 07:01 PM",buy,6.730000019073486,9.847666679488288
48,SFE,Manko Joseph M. Jr.,Director,"May 05, 2020",$6.75,15000,101262,95728,"May 06, 2020, 07:01 PM",buy,6.730000019073486,9.847666679488288
49,SFE,Manko Joseph M. Jr.,Director,"May 04, 2020",$6.95,15000,104295,80728,"May 06, 2020, 07:01 PM",buy,6.730000019073486,9.847666679488288
50,OVLY,HOLDER H RANDOLPH JR,Director,"May 06, 2020",$13.00,1758,22854,98275,"May 06, 2020, 06:58 PM",buy,13.729999542236328,16.751111152436998
51,WH,Ballotti Geoffrey A,President and CEO,"May 06, 2020",$39.39,10000,393920,207669,"May 06, 2020, 06:57 PM",buy,43.5,50.247833315531416
52,CZWI,Bianchi Stephen M,CEO and President,"May 05, 2020",$7.77,100,777,39192,"May 06, 2020, 06:19 PM",buy,8.15999984741211,10.459611116515266
53,CZWI,Bianchi Stephen M,CEO and President,"May 06, 2020",$7.93,300,2378,39492,"May 06, 2020, 06:19 PM",buy,8.15999984741211,10.459611116515266
54,CZWI,Olson Timothy L,Director,"May 05, 2020",$7.86,1480,11633,9389,"May 06, 2020, 06:19 PM",buy,8.15999984741211,10.459611116515266
55,CZWI,BROUCEK JAMES S,EVP/CFO/Treasurer/Secretary,"May 06, 2020",$7.98,300,2393,32004,"May 06, 2020, 06:18 PM",buy,8.15999984741211,10.459611116515266
56,CZWI,MCHUGH RICHARD,Director,"May 06, 2020",$7.99,2000,15980,181963,"May 06, 2020, 06:18 PM",buy,8.15999984741211,10.459611116515266
57,CZWI,FELBER FRANCIS E,Director,"May 06, 2020",$7.83,646,5058,8096,"May 06, 2020, 06:17 PM",buy,8.15999984741211,10.459611116515266
58,FNWB,Oliver Stephen E.,Director,"May 04, 2020",$11.33,330,3739,23346,"May 06, 2020, 06:11 PM",buy,10.949999809265137,15.532416645685831
59,ESXB,WILLIAMS ROBIN TRAYWICK,Director,"May 04, 2020",$5.50,1000,5500,73225,"May 06, 2020, 06:03 PM",buy,5.429999828338623,7.807444447941251
60,WTRE,Scherer Alexandre,CEO (WSIC; WIC),"May 06, 2020",$11.77,1700,20009,12912,"May 06, 2020, 06:00 PM",buy,13.59000015258789,22.801999939812553
61,WTRE,Hawley Robert L.,Chief Financial Officer,"May 06, 2020",$11.50,3000,34500,21078,"May 06, 2020, 06:00 PM",buy,13.59000015258789,22.801999939812553
62,HQI,Hermanns Richard,President and CEO,"May 04, 2020",$6.37,2500,15929,5877275,"May 06, 2020, 05:48 PM",buy,6.610000133514404,6.64138888253106
63,ED,de la Bastide Lore,"SVP, Utility Shared Services","Apr 30, 2020",$82.62,4,330,662,"May 06, 2020, 05:48 PM",buy,74.18000030517578,87.9113889058431
64,PSX,Adams Gary Kramer,Director,"May 05, 2020",$76.40,1250,95499,10213,"May 06, 2020, 05:47 PM",buy,77.05999755859375,92.55088880327013
65,ED,Cawley Timothy,"President, CECONY","Apr 30, 2020",$82.62,28,2313,15542,"May 06, 2020, 05:46 PM",buy,74.18000030517578,87.9113889058431
66,ED,Donnley Deneen L,SVP and General Counsel,"Apr 30, 2020",$82.62,28,2313,364,"May 06, 2020, 05:44 PM",buy,74.18000030517578,87.9113889058431
67,ED,HOGLUND ROBERT N,SVP & CFO,"Apr 30, 2020",$82.62,28,2313,39861,"May 06, 2020, 05:41 PM",buy,74.18000030517578,87.9113889058431
68,ED,Nachmias Stuart,President & CEO CET,"Apr 30, 2020",$82.62,8,661,964,"May 06, 2020, 05:40 PM",buy,74.18000030517578,87.9113889058431
69,ED,Nadkarni Gurudatta D,"VP, Strategic Planning","Apr 30, 2020",$82.62,25,2066,7438,"May 06, 2020, 05:39 PM",buy,74.18000030517578,87.9113889058431
70,FMBH,Hiden David R.,"SVP, Chief Information Officer","May 06, 2020",$24.88,201,5001,398,"May 06, 2020, 05:37 PM",buy,25.670000076293945,31.480277750227188
71,ED,McAvoy John,"Chairman, President & CEO","Apr 30, 2020",$82.62,28,2313,130890,"May 06, 2020, 05:37 PM",buy,74.18000030517578,87.9113889058431
72,LXFR,Hipple Richard J,Director,"May 05, 2020",$12.61,3000,37830,6044,"May 06, 2020, 05:36 PM",buy,13.84000015258789,16.03155558374193
73,ED,Muccilo Robert,VP & Chief Accounting Officer,"Apr 30, 2020",$82.62,24,1983,7446,"May 06, 2020, 05:35 PM",buy,74.18000030517578,87.9113889058431
74,SVBI,Jones David S.,Director,"May 01, 2020",$5.66,6619,37472,16619,"May 06, 2020, 05:35 PM",buy,6.150000095367432,7.816333370738559
75,ED,Sanchez Robert,"President & CEO, O&R","Apr 30, 2020",$82.62,28,2313,2879,"May 06, 2020, 05:33 PM",buy,74.18000030517578,87.9113889058431
76,CATC,SHEAHAN DENIS K,Chairman and CEO,"May 05, 2020",$54.20,500,27100,29718,"May 06, 2020, 05:27 PM",buy,51.79999923706055,70.02022238837348
77,CATC,SHEAHAN DENIS K,Chairman and CEO,"May 04, 2020",$53.00,500,26500,29218,"May 06, 2020, 05:27 PM",buy,51.79999923706055,70.02022238837348
78,NURO,Gozani Shai,President & CEO,"May 06, 2020",$2.03,1000,2030,19380,"May 06, 2020, 05:14 PM",buy,2.0399999618530273,3.08811111913787
79,WTBA,GERDIN MICHAEL J,Director,"May 06, 2020",$16.48,2579,42505,13894,"May 06, 2020, 05:11 PM",buy,17.690000534057617,21.637333350711398
80,LYB,Coombs Daniel M,"EVP - Global O&P, Proc, Tech","May 04, 2020",$53.28,4400,234422,43396,"May 06, 2020, 05:08 PM",buy,56.45000076293945,78.04888886345758
81,RVI,Roulston Scott D,Director,"May 05, 2020",$12.92,3000,38760,12517,"May 06, 2020, 05:00 PM",buy,14.199999809265137,30.141666719648573
82,UFI,MEAD JAMES D.,Director,"May 05, 2020",$10.94,4165,45565,28846,"May 06, 2020, 05:00 PM",buy,11.859999656677246,20.338555555873448
83,RVI,Boston Gary N,Director,"May 06, 2020",$12.12,1000,12117,11318,"May 06, 2020, 05:00 PM",buy,14.199999809265137,30.141666719648573
84,UFI,LANGONE KENNETH G,Director,"May 06, 2020",$10.70,15000,160500,1410000,"May 06, 2020, 05:00 PM",buy,11.859999656677246,20.338555555873448
85,UFI,LANGONE KENNETH G,Director,"May 05, 2020",$11.17,25000,279250,1395000,"May 06, 2020, 05:00 PM",buy,11.859999656677246,20.338555555873448
86,LGF,RACHESKY MARK H MD,Director,"May 05, 2020",$7.22,81967,592130,3242547,"May 06, 2020, 04:56 PM",buy,na,na
87,LGF,RACHESKY MARK H MD,Director,"May 04, 2020",$7.00,100000,699920,3160580,"May 06, 2020, 04:56 PM",buy,na,na
88,JMP,Wright Thomas Rowe,Director of Equities,"May 06, 2020",$2.49,1750,4350,400110,"May 06, 2020, 04:56 PM",buy,2.6500000953674316,3.080555544959174
89,JMP,Wright Thomas Rowe,Director of Equities,"May 05, 2020",$2.48,2000,4964,398360,"May 06, 2020, 04:56 PM",buy,2.6500000953674316,3.080555544959174
90,FFIC,Han Sam Sang Ki,Director,"May 04, 2020",$11.66,3500,40810,58650,"May 06, 2020, 04:55 PM",buy,11.699999809265137,18.621055581834582
91,CBFV,Fox Mark E.,Director,"May 06, 2020",$22.75,340,7735,5838,"May 06, 2020, 04:51 PM",buy,24.229999542236328,26.24738883972168
92,CBTX,Long Justin M,Sr. EVP Gen Counsel,"May 05, 2020",$17.69,2800,49539,18289,"May 06, 2020, 04:46 PM",buy,18.139999389648438,26.194249974356758
93,CCBG,Johnson Laura L,Director,"May 04, 2020",$20.45,1500,30673,15512,"May 06, 2020, 04:44 PM",buy,20.0,26.025277773539226
94,FISI,DORN ANDREW W JR,Director,"May 05, 2020",$18.57,2558,47502,24000,"May 06, 2020, 04:43 PM",buy,17.8700008392334,27.50305560429891
95,GRA,La Force Andrew Hudson III,President and CEO,"May 04, 2020",$46.37,5000,231870,112814,"May 06, 2020, 04:42 PM",buy,52.099998474121094,59.94622207217746
96,MOFG,Kaeding Nathaniel J,Director,"May 05, 2020",$19.20,258,4954,408,"May 06, 2020, 04:42 PM",buy,19.030000686645508,29.381166701846652
97,NHLD,ASHER DANIEL,10% Owner,"May 05, 2020",$1.80,71331,128208,1279805,"May 06, 2020, 04:41 PM",buy,2.2200000286102295,2.379833334022098
98,NHLD,ASHER DANIEL,10% Owner,"May 06, 2020",$1.88,2100,3948,1283085,"May 06, 2020, 04:41 PM",buy,2.2200000286102295,2.379833334022098
99,NHLD,ASHER DANIEL,10% Owner,"May 06, 2020",$1.88,4480,8443,1286385,"May 06, 2020, 04:41 PM",buy,2.2200000286102295,2.379833334022098
100,FISI,Burruano Samuel J Jr,Senior Vice President,"May 05, 2020",$19.56,1500,29340,2413,"May 06, 2020, 04:39 PM",buy,17.8700008392334,27.50305560429891
1,EXEL,Senner Christopher J.,EVP and CFO,"May 08, 2020",$25.81,78583,2028227,120703,"May 08, 2020, 09:22 PM",sell,26.0,18.535000043445162
2,EXEL,Senner Christopher J.,EVP and CFO,"May 07, 2020",$25.80,21417,552559,120703,"May 08, 2020, 09:22 PM",sell,26.0,18.535000043445162
3,EXEL,PAPADOPOULOS STELIOS,Director,"May 08, 2020",$25.84,45000,1162800,1052568,"May 08, 2020, 09:18 PM",sell,26.0,18.535000043445162
4,EXEL,Haley Patrick J.,"EVP, Commercial","May 08, 2020",$25.87,21375,552971,118491,"May 08, 2020, 09:16 PM",sell,26.0,18.535000043445162
5,EXEL,FELDBAUM CARL B,Director,"May 07, 2020",$25.02,31546,789281,8521,"May 08, 2020, 09:14 PM",sell,26.0,18.535000043445162
6,PFSI,Walker David M,Chief Risk Officer,"May 07, 2020",$28.72,10000,287162,373085,"May 08, 2020, 09:14 PM",sell,30.229999542236328,31.07233329349094
7,PFSI,Walker David M,Chief Risk Officer,"May 08, 2020",$30.87,10000,308688,367783,"May 08, 2020, 09:14 PM",sell,30.229999542236328,31.07233329349094
8,EXEL,POSTE GEORGE,Director,"May 07, 2020",$25.61,30000,768300,112792,"May 08, 2020, 09:13 PM",sell,26.0,18.535000043445162
9,EXEL,Lamb Peter,"EVP, Scientific Strategy & CSO","May 07, 2020",$25.54,50000,1277000,126531,"May 08, 2020, 09:11 PM",sell,26.0,18.535000043445162
10,ARES,McFerran Michael R,"EVP, COO & CFO","May 08, 2020",$34.79,11996,417341,712228,"May 08, 2020, 08:27 PM",sell,34.380001068115234,32.361722236209445
11,ARES,McFerran Michael R,"EVP, COO & CFO","May 07, 2020",$34.50,47500,1638750,754224,"May 08, 2020, 08:27 PM",sell,34.380001068115234,32.361722236209445
12,ARES,Rosenthal Bennett,Co-Founder & Co-Chair of PEG,"May 06, 2020",$34.90,108884,3800361,1341504,"May 08, 2020, 08:25 PM",sell,34.380001068115234,32.361722236209445
13,ARES,Rosenthal Bennett,Co-Founder & Co-Chair of PEG,"May 08, 2020",$34.70,72786,2525914,951984,"May 08, 2020, 08:25 PM",sell,34.380001068115234,32.361722236209445
14,ARES,Rosenthal Bennett,Co-Founder & Co-Chair of PEG,"May 07, 2020",$34.71,272808,9470356,1053450,"May 08, 2020, 08:25 PM",sell,34.380001068115234,32.361722236209445
15,ARES,KAPLAN DAVID B,Co-Founder & Co-Chair of PEG,"May 06, 2020",$35.10,64285,2256403,1363301,"May 08, 2020, 08:24 PM",sell,34.380001068115234,32.361722236209445
16,ARES,KAPLAN DAVID B,Co-Founder & Co-Chair of PEG,"May 08, 2020",$35.09,12959,454731,1316989,"May 08, 2020, 08:24 PM",sell,34.380001068115234,32.361722236209445
17,ARES,KAPLAN DAVID B,Co-Founder & Co-Chair of PEG,"May 07, 2020",$35.14,33353,1172024,1329948,"May 08, 2020, 08:24 PM",sell,34.380001068115234,32.361722236209445
18,ARES,Arougheti Michael J,"Co-Founder, CEO and President","May 08, 2020",$35.09,12836,450415,676008,"May 08, 2020, 08:23 PM",sell,34.380001068115234,32.361722236209445
19,ARES,Arougheti Michael J,"Co-Founder, CEO and President","May 07, 2020",$35.15,33135,1164695,688844,"May 08, 2020, 08:23 PM",sell,34.380001068115234,32.361722236209445
20,ARES,Arougheti Michael J,"Co-Founder, CEO and President","May 06, 2020",$35.11,59593,2092310,721979,"May 08, 2020, 08:23 PM",sell,34.380001068115234,32.361722236209445
21,MXL,SEENDRIPU KISHORE,"Chairman, President and CEO","May 08, 2020",$16.65,17328,288461,76850,"May 08, 2020, 08:18 PM",sell,16.799999237060547,18.61427773369683
22,MXL,SEENDRIPU KISHORE,"Chairman, President and CEO","May 07, 2020",$16.17,32210,520749,69768,"May 08, 2020, 08:18 PM",sell,16.799999237060547,18.61427773369683
23,MXL,SEENDRIPU KISHORE,"Chairman, President and CEO","May 06, 2020",$16.21,25219,408775,51978,"May 08, 2020, 08:18 PM",sell,16.799999237060547,18.61427773369683
24,ORCC,REGENTS OF THE UNIVERSITY OF CALIFORNIA,10% Owner,"May 08, 2020",$13.06,145000,1894135,43540483,"May 08, 2020, 08:07 PM",sell,12.819999694824219,15.516611083348591
25,PRNB,Goldstein David M,Chief Scientific Officer,"May 07, 2020",$60.16,6000,360941,33687,"May 08, 2020, 08:05 PM",sell,61.45000076293945,47.71949996948242
26,ADPT,ROBINS CHAD M,CEO and Chairman,"May 07, 2020",$35.60,45000,1601967,1886994,"May 08, 2020, 08:00 PM",sell,36.040000915527344,30.56352774302165
27,ADPT,DOBMEIER ERIC,Director,"May 07, 2020",$35.00,5000,175000,0,"May 08, 2020, 08:00 PM",sell,36.040000915527344,30.56352774302165
28,ADPT,BALDO LANCE,Chief Medical Officer,"May 06, 2020",$33.86,50000,1692885,550,"May 08, 2020, 08:00 PM",sell,36.040000915527344,30.56352774302165
29,WMT,Lore Marc E.,Executive Vice President,"May 07, 2020",$123.05,85000,10459301,2272996,"May 08, 2020, 07:54 PM",sell,122.94000244140625,118.25127809312609
30,SGEN,ROMP CHARLES R,"EVP, Commercial","May 08, 2020",$163.02,6942,1131667,52575,"May 08, 2020, 07:54 PM",sell,157.6699981689453,107.3564998626709
31,TSLA,Baglino Andrew D,SVP Powertrain and Energy Eng.,"May 06, 2020",$785.75,2000,1571496,4145,"May 08, 2020, 07:53 PM",sell,819.4199829101562,467.7578340318468
32,RDI,James J. Cotter Living Trust,10% Owner,"May 08, 2020",$3.56,2500,8898,1727649,"May 08, 2020, 07:52 PM",sell,3.5899999141693115,9.35288890335295
33,RDI,James J. Cotter Living Trust,10% Owner,"May 07, 2020",$3.57,2500,8934,1730149,"May 08, 2020, 07:52 PM",sell,3.5899999141693115,9.35288890335295
34,RDI,COTTER MARGARET,"EVP, Real Estate Dev.","May 07, 2020",$3.57,2500,8934,1730149,"May 08, 2020, 07:51 PM",sell,3.5899999141693115,9.35288890335295
35,RDI,COTTER MARGARET,"EVP, Real Estate Dev.","May 08, 2020",$3.56,2500,8898,1727649,"May 08, 2020, 07:51 PM",sell,3.5899999141693115,9.35288890335295
36,RDI,COTTER ELLEN M,"Chairperson, President and CEO","May 08, 2020",$3.56,2500,8898,1727649,"May 08, 2020, 07:50 PM",sell,3.5899999141693115,9.35288890335295
37,RDI,COTTER ELLEN M,"Chairperson, President and CEO","May 07, 2020",$3.57,2500,8934,1730149,"May 08, 2020, 07:50 PM",sell,3.5899999141693115,9.35288890335295
38,HCA,Foster Jon M,Group President,"May 06, 2020",$100.19,24220,2426654,49212,"May 08, 2020, 07:48 PM",sell,107.91999816894531,126.44577763875326
39,SFM,Sanders Dan J,Chief Operations Officer,"May 08, 2020",$24.06,34454,828963,44760,"May 08, 2020, 07:43 PM",sell,25.18000030517578,18.6003333568573
40,SGEN,DANSEY ROGER D,Chief Medical Officer,"May 07, 2020",$164.50,11912,1959526,117233,"May 08, 2020, 07:42 PM",sell,157.6699981689453,107.3564998626709
41,SFM,GRAHAM TERRI F,Director,"May 08, 2020",$25.08,2778,69680,23975,"May 08, 2020, 07:42 PM",sell,25.18000030517578,18.6003333568573
42,CDAY,"Cannae Holdings, Inc.",Director,"May 08, 2020",$64.41,1800000,115938007,18039227,"May 08, 2020, 07:32 PM",sell,65.26000213623047,58.4822779973348
43,EW,BOBO DONALD E JR,"CVP,Strategy/Corp Development","May 08, 2020",$220.94,5372,1186890,22447,"May 08, 2020, 07:19 PM",sell,217.83999633789062,222.26599994235568
44,CDNA,Bell Michael Brian,Chief Financial Officer,"May 06, 2020",$29.00,57136,1657032,78522,"May 08, 2020, 07:18 PM",sell,28.25,22.86577780511644
45,EW,MUSSALLEM MICHAEL A,Chairman & CEO,"May 08, 2020",$219.58,22850,5017353,76751,"May 08, 2020, 07:17 PM",sell,217.83999633789062,222.26599994235568
46,MED,MACDONALD MICHAEL C,Director,"May 06, 2020",$90.74,5000,453676,276896,"May 08, 2020, 07:03 PM",sell,95.62000274658203,91.85772207048204
47,MED,MACDONALD MICHAEL C,Director,"Jan 02, 2020",$111.43,5000,557128,284456,"May 08, 2020, 07:03 PM",sell,95.62000274658203,91.85772207048204
48,ESTC,Kluge Kevin,SVP of Engineering,"May 07, 2020",$70.01,10000,700105,531188,"May 08, 2020, 07:03 PM",sell,71.72000122070312,70.30716650221083
49,SYK,Datar Srikant M.,Director,"May 07, 2020",$189.99,500,94995,16391,"May 08, 2020, 06:59 PM",sell,192.0800018310547,200.54988894992405
50,SYK,Datar Srikant M.,Director,"May 06, 2020",$186.01,200,37202,16691,"May 08, 2020, 06:59 PM",sell,192.0800018310547,200.54988894992405
51,SYK,Datar Srikant M.,Director,"May 08, 2020",$194.32,200,38864,15991,"May 08, 2020, 06:59 PM",sell,192.0800018310547,200.54988894992405
52,MOH,Carruthers Garrey,Director,"May 06, 2020",$183.46,1700,311882,6065,"May 08, 2020, 06:54 PM",sell,175.5500030517578,133.02633344862195
53,MOH,ROMNEY RONNA,Director,"May 07, 2020",$183.82,375,68933,21430,"May 08, 2020, 06:54 PM",sell,175.5500030517578,133.02633344862195
54,MOH,ORLANDO STEVEN J,Director,"May 08, 2020",$179.38,1718,308175,21817,"May 08, 2020, 06:53 PM",sell,175.5500030517578,133.02633344862195
55,ALGT,WILSON ROBERT PAUL III,EVP and CIO,"Mar 25, 2020",$92.23,4800,442718,8407,"May 08, 2020, 06:49 PM",sell,75.41000366210938,141.45633358425565
56,DDOG,OBSTLER DAVID M,Chief Financial Officer,"May 06, 2020",$46.84,20000,936751,84297,"May 08, 2020, 06:49 PM",sell,51.72999954223633,38.80211185668566
57,DDOG,OBSTLER DAVID M,Chief Financial Officer,"May 08, 2020",$52.17,9434,492174,46816,"May 08, 2020, 06:49 PM",sell,51.72999954223633,38.80211185668566
58,DDOG,OBSTLER DAVID M,Chief Financial Officer,"May 07, 2020",$48.22,25000,1205490,56250,"May 08, 2020, 06:49 PM",sell,51.72999954223633,38.80211185668566
59,W,Gamgort Robert James,Director,"May 08, 2020",$189.00,3100,585900,23788,"May 08, 2020, 06:42 PM",sell,188.0500030517578,93.46150023142496
60,W,Gamgort Robert James,Director,"May 07, 2020",$180.00,6200,1116000,29988,"May 08, 2020, 06:42 PM",sell,188.0500030517578,93.46150023142496
61,ADVM,PATTERSON LEONE D,"CEO, President and Director","May 06, 2020",$20.02,20000,400400,123659,"May 08, 2020, 06:25 PM",sell,19.59000015258789,10.357666714986165
62,FDX,SMITH FREDERICK W,Chairman/CEO,"May 07, 2020",$117.71,155750,18333984,14532998,"May 08, 2020, 06:24 PM",sell,120.44000244140625,145.0061665005154
63,TTEK,Volpi Kirsten M,Director,"May 07, 2020",$70.56,1351,95331,16857,"May 08, 2020, 06:20 PM",sell,72.06999969482422,83.77222230699327
64,SPSC,WEHRWEIN SVEN,Director,"May 07, 2020",$59.62,9680,577119,14470,"May 08, 2020, 06:14 PM",sell,59.59000015258789,51.97952765358819
65,SPSC,WEHRWEIN SVEN,Director,"May 06, 2020",$57.31,1000,57313,14470,"May 08, 2020, 06:14 PM",sell,59.59000015258789,51.97952765358819
66,DBX,Regan Timothy,Chief Accounting Officer,"Apr 20, 2020",$19.18,2000,38360,148314,"May 08, 2020, 06:13 PM",sell,21.8799991607666,18.797361114290027
67,FAST,Hein LeLand J,Senior Executive VP,"May 08, 2020",$38.71,10000,387061,15222,"May 08, 2020, 06:00 PM",sell,39.04999923706055,34.80961114035712
68,FAST,Hein LeLand J,Senior Executive VP,"May 06, 2020",$37.92,10000,379151,15222,"May 08, 2020, 06:00 PM",sell,39.04999923706055,34.80961114035712
69,HASI,Herron J Brendan,EVP,"May 07, 2020",$27.75,19750,548063,203981,"May 08, 2020, 05:58 PM",sell,29.790000915527344,29.42011110517714
70,ROK,Holloman James Phillip,Director,"May 08, 2020",$194.34,1582,307446,0,"May 08, 2020, 05:56 PM",sell,192.4499969482422,179.3323885599772
71,GSHD,Jones Mark Evan,CEO,"May 07, 2020",$58.23,30000,1746917,708460,"May 08, 2020, 05:53 PM",sell,61.5,46.93619463178847
72,VXRT,"ARMISTICE CAPITAL, LLC",Director,"May 07, 2020",$2.51,100000,251000,15800000,"May 08, 2020, 05:48 PM",sell,2.549999952316284,1.001833331419362
73,VXRT,"ARMISTICE CAPITAL, LLC",Director,"May 06, 2020",$2.58,50000,129000,15900000,"May 08, 2020, 05:48 PM",sell,2.549999952316284,1.001833331419362
74,VXRT,"ARMISTICE CAPITAL, LLC",Director,"May 08, 2020",$2.52,100000,252000,15700000,"May 08, 2020, 05:48 PM",sell,2.549999952316284,1.001833331419362
75,CFMS,Augusti Mark A,President & CEO,"May 07, 2020",$0.95,26187,24878,1799303,"May 08, 2020, 05:47 PM",sell,0.9509999752044678,1.4234111083878411
76,SGEN,BAKER BROS. ADVISORS LP,Director,"May 07, 2020",$164.41,168244,27660947,45486837,"May 08, 2020, 05:47 PM",sell,157.6699981689453,107.3564998626709
77,SGEN,BAKER BROS. ADVISORS LP,Director,"May 06, 2020",$165.05,390072,64379473,45814543,"May 08, 2020, 05:47 PM",sell,157.6699981689453,107.3564998626709
78,SGEN,BAKER BROS. ADVISORS LP,Director,"May 08, 2020",$158.50,500000,79250000,44891148,"May 08, 2020, 05:47 PM",sell,157.6699981689453,107.3564998626709
79,EVER,Birnbaum Seth,President and CEO,"May 07, 2020",$51.68,17600,909590,535183,"May 08, 2020, 05:46 PM",sell,50.380001068115234,30.830583318074545
80,XPO,Spruce House Partnership LLC,10% Owner,"Mar 30, 2020",$51.63,215100,11105613,9060601,"May 08, 2020, 05:46 PM",sell,68.4000015258789,74.61916681925456
81,FFIN,BRIDWELL TUCKER S,Director,"May 08, 2020",$26.99,20000,539800,233502,"May 08, 2020, 05:45 PM",sell,27.299999237060547,31.784610992007785
82,EXPI,MILES RANDALL D,Director,"May 07, 2020",$9.05,1978,17892,40,"May 08, 2020, 05:38 PM",sell,8.869999885559082,9.562222213215298
83,EXPI,MILES RANDALL D,Director,"May 06, 2020",$9.03,13022,117608,40,"May 08, 2020, 05:38 PM",sell,8.869999885559082,9.562222213215298
84,WKHS,MARATHON ASSET MANAGEMENT LP,10% Owner,"May 08, 2020",$2.90,3845000,11150500,0,"May 08, 2020, 05:37 PM",sell,2.990000009536743,2.9693888902664183
85,RAPT,Lam Karen C,"VP, Finance & Controller","May 07, 2020",$15.40,1831,28197,10833,"May 08, 2020, 05:34 PM",sell,15.989999771118164,24.1793511732844
86,GSHD,Jones Mark Evan,CEO,"May 06, 2020",$57.08,7300,416675,898,"May 08, 2020, 05:33 PM",sell,61.5,46.93619463178847
87,GSHD,Jones Mark Evan,CEO,"May 06, 2020",$57.08,18200,1038832,2238,"May 08, 2020, 05:33 PM",sell,61.5,46.93619463178847
88,GSHD,Jones Mark Evan,CEO,"May 06, 2020",$57.08,1900,108447,234,"May 08, 2020, 05:33 PM",sell,61.5,46.93619463178847
89,CONE,Morefield Diane M,EVP & Chief Financial Officer,"May 08, 2020",$73.60,13916,1024233,41095,"May 08, 2020, 05:33 PM",sell,73.52999877929688,66.81105554368762
90,CONE,KLAYKO MICHAEL,Director,"May 08, 2020",$73.60,5515,405926,8986,"May 08, 2020, 05:32 PM",sell,73.52999877929688,66.81105554368762
91,FND,ARES CORPORATE OPPORTUNITIES FUND III LP,Director,"May 07, 2020",$42.20,3376928,142506364,8931478,"May 08, 2020, 05:29 PM",sell,42.900001525878906,45.56583336724175
92,ANY,"MF Ventures, LLC",10% Owner,"May 06, 2020",$1.30,16467,21435,172854,"May 08, 2020, 05:29 PM",sell,1.4199999570846558,0.9197666674852372
93,ANY,"MF Ventures, LLC",10% Owner,"May 07, 2020",$1.31,32021,41970,140833,"May 08, 2020, 05:29 PM",sell,1.4199999570846558,0.9197666674852372
94,FND,"FS Equity Partners VI, L.P.",10% Owner,"May 07, 2020",$42.20,1623072,68493640,4292784,"May 08, 2020, 05:29 PM",sell,42.900001525878906,45.56583336724175
95,BCEL,Greenberg Norman Michael,Chief Scientific Officer,"May 07, 2020",$18.00,5000,90000,0,"May 08, 2020, 05:28 PM",sell,17.829999923706055,15.234249994489883
96,TDY,PICHELLI ALDO,President and CEO,"May 08, 2020",$332.17,5000,1660829,90902,"May 08, 2020, 05:27 PM",sell,332.7200012207031,332.28144438001846
97,BLK,Lord Rachel,Senior Managing Director,"May 07, 2020",$499.31,3000,1497943,10778,"May 08, 2020, 05:24 PM",sell,498.7799987792969,473.38766699896917
98,PGNY,Payson Norman,Director,"May 07, 2020",$22.54,17000,383112,825258,"May 08, 2020, 05:23 PM",sell,22.020000457763672,24.994222111172146
99,PGNY,Payson Norman,Director,"May 06, 2020",$22.10,17000,375651,828212,"May 08, 2020, 05:23 PM",sell,22.020000457763672,24.994222111172146
100,QADA_QADB,LOPKER PAMELA M,President,"May 08, 2020",$44.13,4000,176520,4179945,"May 08, 2020, 05:14 PM",sell,na,na
1,SAIL,McClain Mark D.,CEO and President,"May 07, 2020",$20.00,15000,300000,840994,"May 08, 2020, 05:13 PM",sell,20.969999313354492,21.347333330578273
2,CRWD,Carpenter Michael J.,"PRES., GLBAL SALES & FLD OPS","May 06, 2020",$72.23,30000,2166967,155452,"May 08, 2020, 05:11 PM",sell,76.69999694824219,59.04108337826199
3,GCAP,Rose Nigel,Chief Financial Officer,"May 06, 2020",$6.46,3928,25369,91796,"May 08, 2020, 05:10 PM",sell,6.400000095367432,4.744722228580051
4,SAIL,McMartin James Cameron,Director,"May 07, 2020",$19.75,15000,296206,121561,"May 08, 2020, 05:10 PM",sell,20.969999313354492,21.347333330578273
5,SYK,Owen Katherine Ann,"VP, Strategy and IR","May 07, 2020",$190.81,3121,595504,1085,"May 08, 2020, 05:09 PM",sell,192.0800018310547,200.54988894992405
